Code,Name,Brand,UPC,Retail Price,Free Shipping,Warranty,Weight,Width,Height,Depth,Product Visible,Product Availability,Product Inventoried,Stock Level,Image,Image_1,Image_2,Image_3,Image_4,Image_5
11228-97,"""Auto-Drivers"" Set of 4 pieces in Blister Packs Release 97 Limited Edition to 9600 pieces Worldwide 1/64 Diecast Model Cars by M2 Machines",M2,8.11469E+11,49.9875,Yes,30 Days,2,6,6,11,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/s/001/11228-97-L__54416.jpg,https://www.diecastdropshipper.com/product_images/k/208/11228-97-2__40039.jpg,,,,
40300-106B,"1970 Nissan Fairlady Z 432 RHD (Right Hand Drive) #3 Wimbledon White with Red and Black Stripes ""Yokohama GT Special"" Limited Edition to 5250 pieces Worldwide 1/24 Diecast Model Car by M2 Machines",M2,8.11469E+11,41.2375,Yes,30 Days,2,6,6,11,1,available,Y,999,https://www.diecastdropshipper.com/product_images/f/548/40300-106B-L__39440.jpg,,,,,
85-4228,Level 5 Model Kit 1932 Ford 5-Window Coupe 2-in-1 Kit 1/25 Scale Model by Revell,Revell,31445042287,50.7375,Yes,30 Days,2,6,6,11,1,available,Y,996,https://www.diecastdropshipper.com/product_images/g/857/85-4228-1_2__40445.jpg,https://www.diecastdropshipper.com/product_images/e/183/85-4228-2__11535.jpg,https://www.diecastdropshipper.com/product_images/k/842/85-4228-3__11149.jpg,https://www.diecastdropshipper.com/product_images/u/303/85-4228-4__08718.jpg,https://www.diecastdropshipper.com/product_images/j/353/85-4228-1__49642.jpg,
85-4486,Level 4 Model Kit 1976 Chevrolet Sports Stepside 4x4 Pickup Truck 1/24 Scale Model by Revell,Revell,31445044861,49.675,Yes,30 Days,2,6,6,11,1,available,Y,989,https://www.diecastdropshipper.com/product_images/f/863/85-4486-1__65864.jpg,https://www.diecastdropshipper.com/product_images/y/629/85-4486-3__45880.jpg,https://www.diecastdropshipper.com/product_images/o/233/85-4486-4__48098.jpg,https://www.diecastdropshipper.com/product_images/g/672/85-4486-2__28284.jpg,https://www.diecastdropshipper.com/product_images/x/641/85-4486-5__25014.jpg,
79315brcrm,"1969 Ford F-100 Pickup Truck Brown Metallic and Cream ""Timeless Legends"" 1/24 Diecast Model Car by Motormax",Motormax,6.61733E+11,37.9875,Yes,30 Days,2,6,6,11,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/r/547/79315brn-BOX__76837.jpg,https://www.diecastdropshipper.com/product_images/s/195/mm_timeless__63053.jpg,https://www.diecastdropshipper.com/product_images/g/742/79315brn-boxl__38244.jpg,,,
LEG-12020LA,"Jagdpanzer 38(T) SD.Kfz. 138/2 Hetzer Tank Destroyer Camouflage ""German Army World War II"" 1/72 Diecast Model by Legion",Legion,6.04467E+11,44.4875,Yes,30 Days,1,5,5,9,1,available,Y,996,https://www.diecastdropshipper.com/product_images/l/889/LEG-12020LA-L__96653.jpg,https://www.diecastdropshipper.com/product_images/j/218/LEG-12020LA-2__75940.jpg,https://www.diecastdropshipper.com/product_images/e/238/LEG-12020LA-3__40672.jpg,,,
LEG-12061LB,"Kamaz 4310 Transport Truck Beige (Weathered) ""United Nations"" 1/72 Diecast Model by Legion",Legion,6.04467E+11,59.3625,Yes,30 Days,1,5,5,9,1,available,Y,999,https://www.diecastdropshipper.com/product_images/n/062/LEG-12061LB-L__84289.jpg,https://www.diecastdropshipper.com/product_images/j/377/LEG-12061LB-2__21070.jpg,https://www.diecastdropshipper.com/product_images/j/999/LEG-12061LB-4__54666.jpg,https://www.diecastdropshipper.com/product_images/p/227/LEG-12061LB-3__17612.jpg,,
LEG-14629LA,"Ilyushin IL-2M3 Sturmovik Aircraft Green Camouflage ""Double Hero of the Soviet Union Ivan Pavlov"" Soviet Air Force 1/72 Diecast Model Airplane by Legion",Legion,9.70119E+11,65.6125,Yes,30 Days,3,10,6,12,1,available,Y,999,https://www.diecastdropshipper.com/product_images/s/867/LEG-14629LA-L__40893.jpg,https://www.diecastdropshipper.com/product_images/n/198/LEG-14629LA-2__74247.jpg,https://www.diecastdropshipper.com/product_images/s/394/LEG-14629LA-4__45897.jpg,https://www.diecastdropshipper.com/product_images/x/429/LEG-14629LA-3__42865.jpg,https://www.diecastdropshipper.com/product_images/y/168/LEG-14629LA-5__47458.jpg,
LEG-14629LB,"Ilyushin IL-2M3 Sturmovik Aircraft #100 Green Camouflage ""Piloted by Vasily Emelyanenko"" Soviet Air Force 1/72 Diecast Model Airplane by Legion",Legion,6.04467E+11,65.6125,Yes,30 Days,3,10,6,12,1,available,Y,994,https://www.diecastdropshipper.com/product_images/o/061/LEG-14629LB-L__96289.jpg,https://www.diecastdropshipper.com/product_images/d/064/LEG-14629LB-2__43850.jpg,https://www.diecastdropshipper.com/product_images/n/472/LEG-14629LB-3__05144.jpg,https://www.diecastdropshipper.com/product_images/j/000/LEG-14629LB-4__22693.jpg,,
11053,"Peterbilt 387 Truck Dark Blue ""Red Bull - Troy Lee Designs - GASGAS"" 1/32 Diecast Model by New Ray",New Ray,93577110531,78.2375,Yes,30 Days,7,23,8,6,1,available,Y,999,https://www.diecastdropshipper.com/product_images/q/072/11053-L__61493.jpg,,,,,
SS-10673,"Peterbilt 379 Dump Truck Red and Wheel Loader Yellow with Flatbed Trailer ""Long Haul Truckers"" Series 1/32 Diecast Model by New Ray",New Ray,93577106732,66.55,Yes,30 Days,7,23,8,6,1,available,Y,994,https://www.diecastdropshipper.com/product_images/d/557/SS-10673-L__06176.jpg,,,,,
SS-12053A,Peterbilt 379 Tow Truck Black with Peterbilt 387 Truck Tractor Red Set of 2 pieces 1/32 Diecast Model by New Ray,New Ray,93577120530,75.05,Yes,30 Days,7,23,8,6,1,available,Y,999,https://www.diecastdropshipper.com/product_images/i/069/SS-12053A-L__65035.jpg,https://www.diecastdropshipper.com/product_images/j/373/ss-12053a-11__13042.jpg,https://www.diecastdropshipper.com/product_images/s/781/ss-12053a-box__56578.jpg,,,
71105,"Peterbilt 536 Truck with Altec AA55 Aerial Service Body White ""Transport Series"" 1/32 Diecast Model by Diecast Masters",Diecast Masters,8.97069E+11,148.7375,Yes,30 Days,3,10,6,12,1,available,Y,999,https://www.diecastdropshipper.com/product_images/y/706/71105-L__12557.jpg,https://www.diecastdropshipper.com/product_images/b/686/71105-2__62160.jpg,https://www.diecastdropshipper.com/product_images/k/297/71105-4__05169.jpg,https://www.diecastdropshipper.com/product_images/d/383/71105-3__05233.jpg,https://www.diecastdropshipper.com/product_images/u/854/71105-5__86825.jpg,
85972DB,"CAT Caterpillar 906 Wheel Loader Yellow ""Micro-Constructor"" Series Diecast Model by Diecast Masters",Diecast Masters,8.97069E+11,14.7375,Yes,30 Days,1,5,5,9,1,available,Y,999,https://www.diecastdropshipper.com/product_images/t/512/85972DB-L__17339.jpg,https://www.diecastdropshipper.com/product_images/t/225/85972DB-2__72139.jpg,https://www.diecastdropshipper.com/product_images/u/832/85972DB-3__16946.jpg,https://www.diecastdropshipper.com/product_images/a/647/85972DB-5__86843.jpg,https://www.diecastdropshipper.com/product_images/f/882/85972DB-4__08113.jpg,
34624,"Porsche 911 Turbo Brown and Brown M&M Diecast Figure ""M&M's"" ""Hollywood Rides"" Series 1/24 Diecast Model Car by Jada",Jada,8.0131E+11,54.3,Yes,30 Days,4,8,7,15,1,available,Y,998,https://www.diecastdropshipper.com/product_images/x/449/34624-L__86715.jpg,https://www.diecastdropshipper.com/product_images/h/852/34624-3__71555.jpg,https://www.diecastdropshipper.com/product_images/t/106/34624-4__33437.jpg,https://www.diecastdropshipper.com/product_images/z/664/34624-5__76666.JPG,https://www.diecastdropshipper.com/product_images/j/373/34624-6__16280.jpg,
18S822,"Porsche 911 RSR-19 #88 Fred Poordad - Maxwell Root - Jan Heylen ""Dempsey-Proton Racing"" GTE Am ""24 Hours of Le Mans"" (2022) with Acrylic Display Case 1/18 Model Car by Spark",Spark,5.80006E+11,162.4875,Yes,30 Days,5,10,8,16,1,available,Y,998,https://www.diecastdropshipper.com/product_images/o/131/18S822-L__35819.jpg,,,,,
18S825,"Porsche 911 RSR-19 #99 Andrew Haryanto - Alessio Picariello - Martin Rump ""Hardpoint Motorsport"" GTE Am ""24 Hours of Le Mans"" (2022) with Acrylic Display Case 1/18 Model Car by Spark",Spark,5.80006E+11,187.4875,Yes,30 Days,5,10,8,16,1,available,Y,999,https://www.diecastdropshipper.com/product_images/r/737/18S825-L__66099.jpg,,,,,
GT336,"1997 Ferrari 550 ""Koenig Special"" Black with Red Interior 1/18 Model Car by GT Spirit",GT Spirit,5.8001E+11,163.7375,Yes,30 Days,4,8,7,15,1,available,Y,999,https://www.diecastdropshipper.com/product_images/t/748/GT336-L__66863.jpg,https://www.diecastdropshipper.com/product_images/b/468/GT336-2__04983.jpg,https://www.diecastdropshipper.com/product_images/k/262/GT336-3__70987.jpg,https://www.diecastdropshipper.com/product_images/g/900/GT336-4__29551.jpg,https://www.diecastdropshipper.com/product_images/x/654/GT336-5__97381.jpg,
34924,"Lamborghini Gallardo Gold Metallic ""Fast X"" (2023) Movie ""Fast & Furious"" Series 1/24 Diecast Model Car by Jada",Jada,8.0131E+11,43.8375,Yes,30 Days,2,6,6,11,1,available,Y,981,https://www.diecastdropshipper.com/product_images/h/648/34924-L__02989.jpg,https://www.diecastdropshipper.com/product_images/u/923/34924-2__24191.jpg,https://www.diecastdropshipper.com/product_images/t/692/34924-3__85415.jpg,https://www.diecastdropshipper.com/product_images/w/103/34924-4__37031.jpg,https://www.diecastdropshipper.com/product_images/w/021/34924-7__92146.jpg,
40300-107A,1966 Shelby GT350 Ivy Green with Wimbledon White Stripes (Rusted) Limited Edition to 5250 pieces Worldwide 1/24 Diecast Model Car by M2 Machines,M2,8.11469E+11,49.675,Yes,30 Days,2,6,6,11,1,available,Y,996,https://www.diecastdropshipper.com/product_images/j/531/40300-107A-L__91883.jpg,,,,,
76090,McLaren Speedtail Supernova Silver Metallic with Black Top and Suitcase Accessories 1/18 Model Car by Autoart,Autoart,6.74111E+11,369.3625,Yes,30 Days,4,8,7,15,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/l/877/76090-L__58815.jpg,https://www.diecastdropshipper.com/product_images/l/333/76090-2__34596.jpg,https://www.diecastdropshipper.com/product_images/w/401/76090-6__89991.jpg,https://www.diecastdropshipper.com/product_images/w/601/76090-5__66845.jpg,,
79126,"Lamborghini Huracan GT ""LB-Silhouette Works"" Hyper Red Metallic with Black Top 1/18 Model Car by Autoart",Autoart,6.74111E+11,341.2375,Yes,30 Days,4,8,7,15,1,available,Y,996,https://www.diecastdropshipper.com/product_images/y/864/79126-L__16638.jpg,https://www.diecastdropshipper.com/product_images/y/600/79126-2__90153.jpg,https://www.diecastdropshipper.com/product_images/c/801/79126-5__17263.jpg,https://www.diecastdropshipper.com/product_images/p/798/79126-6__69492.jpg,,
79128,"Lamborghini Huracan GT ""LB-Silhouette Works"" Pearl Green Metallic with Black Top 1/18 Model Car by Autoart",Autoart,6.74111E+11,341.2375,Yes,30 Days,4,8,7,15,1,available,Y,996,https://www.diecastdropshipper.com/product_images/y/127/79128-L__22150.jpg,https://www.diecastdropshipper.com/product_images/e/308/aa79128-2__08936.jpg,https://www.diecastdropshipper.com/product_images/x/097/aa79128-5__44141.jpg,https://www.diecastdropshipper.com/product_images/o/874/aa79128-6__07635.jpg,,
79129,"Lamborghini Huracan GT ""LB-Silhouette Works"" Black 1/18 Model Car by Autoart",Autoart,6.74111E+11,341.2375,Yes,30 Days,4,8,7,15,1,available,Y,997,https://www.diecastdropshipper.com/product_images/y/601/79129-L__62192.jpg,https://www.diecastdropshipper.com/product_images/n/228/79129-5__14672.jpg,https://www.diecastdropshipper.com/product_images/u/122/79129-2__67520.jpg,https://www.diecastdropshipper.com/product_images/a/605/79129-6__38186.jpg,,
79219,Lamborghini Aventador SVJ Nero Nemesis Matt Black 1/18 Model Car by Autoart,Autoart,6.74111E+11,352.4875,Yes,30 Days,4,8,7,15,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/o/322/79219-L__96356.jpg,https://www.diecastdropshipper.com/product_images/r/193/aa79219-2__47216.jpg,https://www.diecastdropshipper.com/product_images/o/740/aa79219-5__78829.jpg,https://www.diecastdropshipper.com/product_images/y/467/aa79219-6__61207.jpg,,
79531,Toyota Century Open Car Convertible RHD (Right Hand Drive) Black with White Interior 1/18 Model Car by Autoart,Autoart,6.74111E+11,324.3625,Yes,30 Days,4,8,7,15,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/g/100/79531-L__09302.jpg,https://www.diecastdropshipper.com/product_images/n/972/79531-2__33031.jpg,https://www.diecastdropshipper.com/product_images/k/677/79531-4__32506.jpg,https://www.diecastdropshipper.com/product_images/e/797/79531-5__43816.jpg,,
AMT1343M,Skill 2 Model Kit 2021 Ford Bronco First Edition 1/25 Scale Model by AMT,AMT,8.49398E+11,49.15,Yes,30 Days,3,10,12,6,1,available,Y,997,https://www.diecastdropshipper.com/product_images/u/798/AMT1343M-1__84674.jpg,https://www.diecastdropshipper.com/product_images/w/877/AMT1343M-2__61929.jpg,https://www.diecastdropshipper.com/product_images/k/556/AMT1343M-3__73087.jpg,https://www.diecastdropshipper.com/product_images/k/107/AMT1343M-4__39522.jpg,,
POL997M,"Skill 2 Model Kit Klingon Kronos One Spaceship ""Star Trek VI: The Undiscovered Country"" (1991) Movie 1/350 Scale Model by Polar Lights",AMT,8.49398E+11,161.0875,Yes,30 Days,3,10,12,6,1,available,Y,995,https://www.diecastdropshipper.com/product_images/h/363/POL997M-1__09052.jpg,https://www.diecastdropshipper.com/product_images/k/637/POL997M-2__71553.jpg,https://www.diecastdropshipper.com/product_images/i/121/POL997M-3__53568.jpg,https://www.diecastdropshipper.com/product_images/v/907/POL997M-4__34007.jpg,,
MKA055M,"Skill 2 Model Kit Lighting Kit for Klingon Kronos One Spaceship ""Star Trek VI: The Undiscovered Country"" (1991) Movie 1/350 Scale Model by Polar Lights",Polar Lights,8.49398E+11,82.2125,Yes,30 Days,1,5,5,9,1,available,Y,987,https://www.diecastdropshipper.com/product_images/n/906/MKA055M-1__32858.jpg,https://www.diecastdropshipper.com/product_images/b/458/MKA055M-2__17661.jpg,https://www.diecastdropshipper.com/product_images/s/007/MKA055M-3__70062.jpg,https://www.diecastdropshipper.com/product_images/o/105/MKA055M-4__64216.jpg,,
34657,"2017 Ford GT Light Red Metallic with Black Stripe ""Pink Slips"" Series 1/24 Diecast Model Car by Jada",Jada,8.0131E+11,41.175,Yes,30 Days,2,6,6,11,1,available,Y,995,https://www.diecastdropshipper.com/product_images/u/095/34657-l__30144.jpg,https://www.diecastdropshipper.com/product_images/w/978/34657-2__61511.jpg,https://www.diecastdropshipper.com/product_images/t/108/34657-3__35075.JPG,https://www.diecastdropshipper.com/product_images/k/657/34657-4__88988.jpg,https://www.diecastdropshipper.com/product_images/q/045/34657-5__16954.JPG,
34662,"2017 Ford GT Gold Metallic with White Accents ""Pink Slips"" Series 1/32 Diecast Model Car by Jada",Jada,8.0131E+11,19.525,Yes,30 Days,1,5,5,9,1,available,Y,995,https://www.diecastdropshipper.com/product_images/f/747/34662-L__19808.jpg,https://www.diecastdropshipper.com/product_images/j/471/34662-2__10914.jpg,https://www.diecastdropshipper.com/product_images/m/558/34662-3__49062.JPG,https://www.diecastdropshipper.com/product_images/o/408/34662-4__95978.jpg,https://www.diecastdropshipper.com/product_images/o/483/34662-5__06005.JPG,
34663,"Porsche 911 GT3 RS Matt Orange and Silver Metallic ""Pink Slips"" Series 1/32 Diecast Model Car by Jada",Jada,8.0131E+11,19.525,Yes,30 Days,1,5,5,9,1,available,Y,990,https://www.diecastdropshipper.com/product_images/t/189/34663-L__40652.jpg,https://www.diecastdropshipper.com/product_images/i/671/34663-2__48943.jpg,https://www.diecastdropshipper.com/product_images/j/599/34663-3__71850.JPG,https://www.diecastdropshipper.com/product_images/j/012/34663-4__59374.jpg,https://www.diecastdropshipper.com/product_images/i/051/34663-5__68002.JPG,
34664,"2020 Toyota Supra White Metallic with Pink Wheels ""Pink Slips"" Series 1/32 Diecast Model Car by Jada",Jada,8.0131E+11,19.525,Yes,30 Days,1,5,5,9,1,available,Y,986,https://www.diecastdropshipper.com/product_images/u/390/32016-L__80526.jpg,https://www.diecastdropshipper.com/product_images/m/092/32016-2__67124.jpg,https://www.diecastdropshipper.com/product_images/y/407/32016-3__73665.JPG,https://www.diecastdropshipper.com/product_images/m/069/32016-4__68470.jpg,https://www.diecastdropshipper.com/product_images/u/344/32016-5__66002.JPG,
49110,Garage Kit Set for 1/18 Scale Models by Autoart,Autoart,6.7411E+11,141.8625,Yes,30 Days,4,8,7,15,1,available,Y,999,https://www.diecastdropshipper.com/product_images/k/418/49110__51293.jpg,https://www.diecastdropshipper.com/product_images/h/407/49110-1__93970.jpg,https://www.diecastdropshipper.com/product_images/m/534/49110-2__47485.jpg,https://www.diecastdropshipper.com/product_images/x/032/49110-3__71747.jpg,,
49733,"Kawasaki KX450SR Dirt Bike Motorcycle #21 Jason Anderson Green and Black ""Kawasaki Racing Team"" 1/6 Model by New Ray",New Ray,93577497335,78.7375,Yes,30 Days,4,8,7,15,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/h/490/NR49733-L__11881.jpg,https://www.diecastdropshipper.com/product_images/u/386/nr49733-11__91173.jpg,https://www.diecastdropshipper.com/product_images/k/546/nr49733-box__09592.jpg,,,
58413,"Kawasaki KX450SR Dirt Bike Motorcycle #21 Jason Anderson Green and Black ""Kawasaki Racing Team"" 1/12 Model by New Ray",New Ray,93577584134,42.2375,Yes,30 Days,2,6,6,11,1,available,Y,993,https://www.diecastdropshipper.com/product_images/m/019/NR58413-L1__59882.jpg,,,,,
54080F,"1971 Volkswagen Type 2 Panel Van Yellow and White with Red Interior ""Percevel Circus"" ""Norman Rockwell"" Series 5 1/64 Diecast Model Car by Greenlight",Greenlight,8.10087E+11,14.7375,Yes,30 Days,1,5,5,9,1,available,Y,994,https://www.diecastdropshipper.com/product_images/i/369/GL54080F-L__49301.jpg,https://www.diecastdropshipper.com/product_images/e/086/GL54080F-2__01156.jpg,,,,
34181,"1973 Ford Bronco #008 White with Red and Black Stripes and Red Interior with Extra Wheels ""Just Trucks"" Series 1/24 Diecast Model Car by Jada",Jada,8.0131E+11,50.05,Yes,30 Days,4,8,7,15,1,available,Y,999,https://www.diecastdropshipper.com/product_images/f/673/34181-L__65195.jpg,https://www.diecastdropshipper.com/product_images/q/009/34181-3__47613.jpg,https://www.diecastdropshipper.com/product_images/l/418/34181-4__22568.JPG,https://www.diecastdropshipper.com/product_images/e/809/34181-5__38149.jpg,https://www.diecastdropshipper.com/product_images/s/584/34181-6__00148.JPG,
34194,"2007 Jeep Wrangler Gray and Black with Blue and White Stripes with Extra Wheels ""Just Trucks"" Series 1/24 Diecast Model Car by Jada",Jada,8.0131E+11,50.05,Yes,30 Days,4,8,7,15,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/r/083/34194-L__08491.jpg,https://www.diecastdropshipper.com/product_images/e/474/34194-3__20678.jpg,https://www.diecastdropshipper.com/product_images/o/931/34194-6__87785.JPG,https://www.diecastdropshipper.com/product_images/n/922/34194-5__94492.jpg,https://www.diecastdropshipper.com/product_images/j/079/34194-4__33121.JPG,
34665,"Mercedes-Benz G-Class 4x4 Black ""Pink Slips"" Series 1/32 Diecast Model Car by Jada",Jada,8.0131E+11,19.525,Yes,30 Days,1,5,5,9,1,available,Y,990,https://www.diecastdropshipper.com/product_images/t/198/34665-L__60299.jpg,https://www.diecastdropshipper.com/product_images/w/832/34665-2__26275.jpg,https://www.diecastdropshipper.com/product_images/e/037/34665-3__00252.jpg,https://www.diecastdropshipper.com/product_images/p/582/34665-5__06132.jpg,https://www.diecastdropshipper.com/product_images/u/516/34665-6__62285.jpg,
